Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
0849 | AdvancedCanard | Advanced Canard | cat=Aero | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airplaneFins/advancedCanard.cfg
0850 | CanardController | Standard Canard | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airplaneFins/standardCanard.cfg
0851 | sweptWing | Swept Wings | cat=Aero | mass=0.275000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airplaneFins/sweptWing.cfg
0852 | tailfin | Tail Fin | cat=Aero | mass=0.125000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airplaneFins/tailfin.cfg
0853 | basicFin | Basic Fin | cat=Aero | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/basicFin/basicFin.cfg
0854 | CircularIntake | Circular Intake | cat=Aero | mass=0.040000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/circularIntake/circularIntake.cfg
0855 | shockConeIntake | Shock Cone Intake | cat=Aero | mass=0.120000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/circularIntake/intakeShockCone.cfg
0856 | avionicsNoseCone | CH-J3 Fly-By-Wire Avionics Hub | cat=Control | mass=0.080000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/avionicsNoseCone.cfg
0857 | pointyNoseConeA | Advanced Nose Cone - Type A | cat=Aero | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/ConeA.cfg
0858 | pointyNoseConeB | Advanced Nose Cone - Type B | cat=Aero | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/ConeB.cfg
0859 | noseConeAdapter | NCS Adapter | cat=Propulsion | mass=0.100000 t | bulk=size0, size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/noseConeAdapter.cfg
0860 | rocketNoseCone_v2 | Protective Rocket Nose Cone Mk7 | cat=none | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/protectiveRocketNoseMk7_v2.cfg
0861 | rocketNoseCone_v3 | Protective Rocket Nose Cone Mk7 | cat=Aero | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/protectiveRocketNoseMk7_v3.cfg
0862 | rocketNoseConeSize3 | Protective Rocket Nose Cone Mk12A | cat=Aero | mass=0.400000 t | bulk=size3 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/rocketNoseCone_size3.cfg
0863 | standardNoseCone | Small Nose Cone | cat=Aero | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/smallNoseCone.cfg
0864 | airplaneTail | Tail Connector A | cat=Aero | mass=0.200000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/tailConnectorA.cfg
0865 | airplaneTailB | Tail Connector B | cat=Aero | mass=0.200000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/cones/tailConnectorB.cfg
0866 | fairingSize1 | AE-FF1 Airstream Protective Shell (1.25m) | cat=Payload | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/fairings/fairingSize1.cfg
0867 | fairingSize2 | AE-FF2 Airstream Protective Shell (2.5m) | cat=Payload | mass=0.175000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Aero/fairings/fairingSize2.cfg
0868 | fairingSize3 | AE-FF3 Airstream Protective Shell (3.75m) | cat=Payload | mass=0.475000 t | bulk=size3 | engines=- | gimbal=- deg | Squad/Parts/Aero/fairings/fairingSize3.cfg
0869 | HeatShield0 | Heat Shield (0.625m) | cat=Thermal | mass=0.025000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Aero/HeatShield/HeatShield0.cfg
0870 | HeatShield1 | Heat Shield (1.25m) | cat=Thermal | mass=0.100000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/HeatShield/HeatShield1.cfg
0871 | HeatShield2 | Heat Shield (2.5m) | cat=Thermal | mass=0.500000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Aero/HeatShield/HeatShield2.cfg
0872 | HeatShield3 | Heat Shield (3.75m) | cat=Thermal | mass=1.000000 t | bulk=size3 | engines=- | gimbal=- deg | Squad/Parts/Aero/HeatShield/HeatShield3.cfg
0873 | InflatableHeatShield | Heat Shield (10m) | cat=Thermal | mass=1.500000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Aero/InflatableHeatShield/HeatShield.cfg
0874 | IntakeRadialLong | Adjustable Ramp Intake (Radial) | cat=Aero | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/intakeRadialLong/intakeRadialLong.cfg
0875 | miniIntake | Small Circular Intake | cat=Aero | mass=0.007000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Aero/miniIntake/SmallIntake.cfg
0876 | ramAirIntake | Adjustable Ramp Intake | cat=Aero | mass=0.060000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/ramAirIntake/ramAirIntake.cfg
0877 | wingShuttleDelta | Big-S Delta Wing | cat=Aero | mass=0.500000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/shuttleWings/delta.cfg
0878 | wingShuttleElevon1 | Big-S Elevon 1 | cat=Aero | mass=0.150000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/shuttleWings/elevon1.cfg
0879 | wingShuttleElevon2 | Big-S Elevon 2 | cat=Aero | mass=0.230000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/shuttleWings/elevon2.cfg
0880 | wingShuttleRudder | Big-S Spaceplane Tail Fin | cat=Aero | mass=0.450000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/shuttleWings/rudder.cfg
0881 | wingShuttleStrake | Big-S Wing Strake | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/shuttleWings/strake.cfg
0882 | R8winglet | AV-R8 Winglet | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wingletAV-R8/wingletAV-R8.cfg
0883 | winglet | AV-T1 Winglet | cat=Aero | mass=0.037000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wingletAV-T1/wingletAV-T1.cfg
0884 | winglet3 | Delta-Deluxe Winglet | cat=Aero | mass=0.078000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wingletDeltaDeluxe/wingletDeltaDeluxe.cfg
0885 | wingConnector | Wing Connector Type A | cat=Aero | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/connector1.cfg
0886 | wingConnector2 | Wing Connector Type B | cat=Aero | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/connector2.cfg
0887 | wingConnector3 | Wing Connector Type C | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/connector3.cfg
0888 | wingConnector4 | Wing Connector Type D | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/connector4.cfg
0889 | wingConnector5 | Wing Connector Type E | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/connector5.cfg
0890 | deltaWing | Delta Wing | cat=Aero | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/delta.cfg
0891 | delta_small | Small Delta Wing | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/delta_small.cfg
0892 | StandardCtrlSrf | Elevon 1 | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/elevon1.cfg
0893 | elevon2 | Elevon 2 | cat=Aero | mass=0.060000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/elevon2.cfg
0894 | elevon3 | Elevon 3 | cat=Aero | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/elevon3.cfg
0895 | smallCtrlSrf | Elevon 4 | cat=Aero | mass=0.040000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/elevon4.cfg
0896 | elevon5 | Elevon 5 | cat=Aero | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/elevon5.cfg
0897 | wingStrake | Wing Strake | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/strake.cfg
0898 | structuralWing | Structural Wing Type A | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/structural1.cfg
0899 | structuralWing2 | Structural Wing Type B | cat=Aero | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/structural2.cfg
0900 | structuralWing3 | Structural Wing Type C | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/structural3.cfg
0901 | structuralWing4 | Structural Wing Type D | cat=Aero | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/structural4.cfg
0902 | sweptWing1 | Swept Wing Type A | cat=Aero | mass=0.113000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/swept1.cfg
0903 | sweptWing2 | Swept Wing Type B | cat=Aero | mass=0.226000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/wings/swept2.cfg
0904 | cargoContainer | SEQ-9 Container Module | cat=Cargo | mass=0.150000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Cargo/CargoContainers/cargoContainer.cfg
0905 | smallCargoContainer | SEQ-3 Cargo Storage Unit | cat=Cargo | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Cargo/CargoContainers/smallCargoContainer.cfg
0906 | evaCylinder | EVA Fuel Cylinders | cat=Cargo | mass=0.005000 t | bulk=None | engines=- | gimbal=- deg | Squad/Parts/Cargo/Cylinder/Cylinder.cfg
0907 | groundAnchor | Stamp-O-Tron Ground Anchor | cat=Cargo | mass=0.050000 t | bulk=size1, srf | engines=- | gimbal=- deg | Squad/Parts/Cargo/GroundAnchor/groundAnchor.cfg
0908 | evaJetpack | EVA Jetpack | cat=Cargo | mass=0.020000 t | bulk=None | engines=- | gimbal=- deg | Squad/Parts/Cargo/Jetpack/Jetpack.cfg
0909 | evaChute | Personal Parachute | cat=Cargo | mass=0.004000 t | bulk=None | engines=- | gimbal=- deg | Squad/Parts/Cargo/Parachute/Parachute.cfg
0910 | evaRepairKit | EVA Repair Kit | cat=Cargo | mass=0.005000 t | bulk=None | engines=- | gimbal=- deg | Squad/Parts/Cargo/RepairKit/RepairKit.cfg
0911 | evaScienceKit | EVA Experiments Kit | cat=Cargo | mass=0.015000 t | bulk=None | engines=- | gimbal=- deg | Squad/Parts/Cargo/ScienceKit/evaScienceKit.cfg
0912 | CargoStorageUnit | SEQ-24 Cargo Storage Unit | cat=Cargo | mass=0.400000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Cargo/StorageUnits/CargoStorageUnit.cfg
0913 | ConformalStorageUnit | SEQ-3C Conformal Storage Unit | cat=Cargo | mass=0.020000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Cargo/StorageUnits/ConformalStorageUnit.cfg
0914 | asasmodule1-2 | Advanced Reaction Wheel Module, Large | cat=Control | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/advancedSasModuleLarge/advSasModuleLarge.cfg
0915 | cupola | PPD-12 Cupola Module | cat=Pods | mass=0.940000 t | bulk=size2, size1 | engines=- | gimbal=- deg | Squad/Parts/Command/cupola/cupola.cfg
0916 | seatExternalCmd | EAS-1 External Command Seat | cat=Pods | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Command/externalCommandSeat/externalCommandSeat.cfg
0917 | crewCabin | PPD-10 Hitchhiker Storage Container | cat=Utility | mass=2.250000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/hitchhikerStorageContainer/hitchikerStorageContainer.cfg
0918 | advSasModule | Advanced Inline Stabilizer | cat=Control | mass=0.100000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/inlineAdvancedStabilizer/inlineAdvancedStabilizer.cfg
0919 | sasModule | Small Inline Reaction Wheel | cat=Control | mass=0.050000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/inlineReactionWheel/inlineReactionWheel.cfg
0920 | mk1-3pod | Mk1-3 Command Pod | cat=Pods | mass=2.600000 t | bulk=size2, size1 | engines=- | gimbal=- deg | Squad/Parts/Command/Mk1-3Pod/mk1-3.cfg
0921 | Mark1Cockpit | Mk1 Cockpit | cat=Pods | mass=1.250000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/mk1Cockpits/mk1Cockpit.cfg
0922 | MK1CrewCabin | Mk1 Crew Cabin | cat=Utility | mass=1.000000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/mk1Cockpits/mk1CrewCabin.cfg
0923 | Mark2Cockpit | Mk1 Inline Cockpit | cat=Pods | mass=1.000000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/mk1Cockpits/mk1InlineCockpit.cfg
0924 | landerCabinSmall | Mk1 Lander Can | cat=Pods | mass=0.600000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/mk1LanderCan/mk1LanderCan.cfg
0925 | mk1pod_v2 | Mk1 Command Pod | cat=Pods | mass=0.800000 t | bulk=size1, size0 | engines=- | gimbal=- deg | Squad/Parts/Command/mk1pod_v2/mk1Pod_v2.cfg
0926 | mk2Cockpit_Inline | Mk2 Inline Cockpit | cat=Pods | mass=2.000000 t | bulk=mk2 | engines=- | gimbal=- deg | Squad/Parts/Command/mk2CockpitInline/mk2CockpitInline.cfg
0927 | mk2Cockpit_Standard | Mk2 Cockpit | cat=Pods | mass=2.000000 t | bulk=mk2 | engines=- | gimbal=- deg | Squad/Parts/Command/mk2CockpitStandard/mk2CockpitStandard.cfg
0928 | mk2DroneCore | MK2 Drone Core | cat=Pods | mass=0.200000 t | bulk=mk2 | engines=- | gimbal=- deg | Squad/Parts/Command/mk2DroneCore/mk2Dronecore.cfg
0929 | mk2LanderCabin | Mk2 Lander Can | cat=none | mass=2.500000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/mk2LanderCan/mk2LanderCan.cfg
0930 | mk2LanderCabin_v2 | Mk2 Lander Can | cat=Pods | mass=1.355000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/mk2LanderCan_v2/mk2LanderCan_v2.cfg
0931 | mk3Cockpit_Shuttle | Mk3 Cockpit | cat=Pods | mass=3.500000 t | bulk=size1, mk3 | engines=- | gimbal=- deg | Squad/Parts/Command/mk3CockpitShuttle/mk3CockpitShuttle.cfg
0932 | MpoProbe | MPO Probe | cat=Pods | mass=0.395000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/MpoProbe/MpoProbe.cfg
0933 | MtmStage | MTM Stage | cat=Pods | mass=0.415000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/MtmStage/MTM_Stage.cfg
0934 | probeCoreCube | Probodobodyne QBE | cat=Pods | mass=0.070000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeCoreCube/probeCoreCube.cfg
0935 | probeCoreHex | Probodobodyne HECS | cat=none | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeCoreHex/probeCoreHex.cfg
0936 | probeCoreHex_v2 | Probodobodyne HECS | cat=Pods | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeCoreHex_v2/probeCoreHex_v2.cfg
0937 | probeCoreOcto2_v2 | Probodobodyne OKTO2 | cat=Pods | mass=0.040000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeCoreOcto2_v2/probeCoreOcto2_v2.cfg
0938 | probeCoreOcto_v2 | Probodobodyne OKTO | cat=Pods | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeCoreOcto_v2/probeCoreOcto_v2.cfg
0939 | roverBody | Probodobodyne RoveMate | cat=none | mass=0.150000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/probeRoverBody/probeRoverBody.cfg
0940 | roverBody_v2 | Probodobodyne RoveMate | cat=Pods | mass=0.150000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/probeRoverBody_v2/probeRoverBody_v2.cfg
0941 | probeStackLarge | RC-L01 Remote Guidance Unit | cat=Pods | mass=0.500000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Command/probeStackLarge/probeStackLarge.cfg
0942 | probeStackSmall | RC-001S Remote Guidance Unit | cat=Pods | mass=0.100000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Command/probeStackSmall/probeStackSmall.cfg
0943 | probeCoreSphere_v2 | Probodobodyne Stayputnik | cat=Pods | mass=0.050000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Command/probeStackSphere_v2/probeStackSphere_v2.cfg
0944 | fuelLine | FTX-2 External Fuel Duct | cat=FuelTank | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/CompoundParts/FuelLine/fuelLine.cfg
0945 | strutConnector | EAS-4 Strut Connector | cat=Structural | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/CompoundParts/strutConnector/strutConnector.cfg
0946 | Decoupler_0 | TD-06 Decoupler | cat=Coupling | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Decoupler_0.cfg
0947 | Decoupler_1 | TD-12 Decoupler | cat=Coupling | mass=0.040000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Decoupler_1.cfg
0948 | Decoupler_2 | TD-25 Decoupler | cat=Coupling | mass=0.160000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Decoupler_2.cfg
0949 | Decoupler_3 | TD-37 Decoupler | cat=Coupling | mass=0.360000 t | bulk=size3 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Decoupler_3.cfg
0950 | Separator_0 | TS-06 Stack Separator | cat=Coupling | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Separator_0.cfg
0951 | Separator_1 | TS-12 Stack Separator | cat=Coupling | mass=0.050000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Separator_1.cfg
0952 | Separator_2 | TS-25 Stack Separator | cat=Coupling | mass=0.210000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Separator_2.cfg
0953 | Separator_3 | TS-37 Stack Separator | cat=Coupling | mass=0.480000 t | bulk=size3 | engines=- | gimbal=- deg | Squad/Parts/Coupling/Separator_3.cfg
0954 | solarPanelOX10C | OX-10C Photovoltaic Panels | cat=Electrical | mass=0.090000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/10CSolarPanels/OX-10C.cfg
0955 | solarPanelSP10C | SP-10C Photovoltaic Panels | cat=Electrical | mass=0.130000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/10CSolarPanels/SP-10C.cfg
0956 | solarPanelOX10L | OX-10L 1x5 Photovoltaic Panels | cat=Electrical | mass=0.090000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/10LSolarPanels/OX-10L.cfg
0957 | solarPanelSP10L | SP-10L 1x5 Photovoltaic Panels | cat=Electrical | mass=0.130000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/10LSolarPanels/SP-10L.cfg
0958 | solarPanels2 | SP-L 1x6 Photovoltaic Panels | cat=Electrical | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/1x6ShroudSolarPanels/1x6ShroudSolarPanels.cfg
0959 | solarPanels4 | OX-4L 1x6 Photovoltaic Panels | cat=Electrical | mass=0.017500 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/1x6SolarPanels/1x6SolarPanels.cfg
0960 | solarPanels1 | SP-W 3x2 Photovoltaic Panels | cat=Electrical | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/3x2ShroudSolarPanels/3x2ShroudSolarPanels.cfg
0961 | solarPanels3 | OX-4W 3x2 Photovoltaic Panels | cat=Electrical | mass=0.017500 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/3x2SolarPanels/3x2SolarPanels.cfg
0962 | largeSolarPanel | Gigantor XL Solar Array | cat=Electrical | mass=0.300000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/gigantorXlSolarArray/gigantorXlSolarArray.cfg
0963 | solarPanels5 | OX-STAT Photovoltaic Panels | cat=Electrical | mass=0.005000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/radialFlatSolarPanel/radialFlatSolarPanel.cfg
0964 | rtg | PB-NUK Radioisotope Thermoelectric Generator | cat=Electrical | mass=0.080000 t | bulk=size0, srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/RTG/RTG.cfg
0965 | batteryPack | Z-100 Rechargeable Battery Pack | cat=Electrical | mass=0.005000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/z-100Battery/z-100Battery.cfg
0966 | batteryBank | Z-1k Rechargeable Battery Bank | cat=Electrical | mass=0.050000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Electrical/z-1kBattery/z-1kBattery.cfg
0967 | batteryBankMini | Z-200 Rechargeable Battery Bank | cat=Electrical | mass=0.010000 t | bulk=size0 | engines=- | gimbal=- deg | Squad/Parts/Electrical/z-200Battery/z-200Battery.cfg
0968 | ksp_r_largeBatteryPack | Z-400 Rechargeable Battery | cat=Electrical | mass=0.020000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Electrical/z-400Battery/z-400Battery.cfg
0969 | batteryBankLarge | Z-4K Rechargeable Battery Bank | cat=Electrical | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | Squad/Parts/Electrical/z-4kBattery/z-4kBattery.cfg
0970 | ionEngine | IX-6315 "Dawn" Electric Propulsion System | cat=Engine | mass=0.150000 t | bulk=size0 | engines=Ion 1 kN | gimbal=- deg | Squad/Parts/Engine/ionEngine/ionEngine.cfg
0971 | turboJet | J-404 "Panther" Afterburning Turbofan | cat=Engine | mass=1.200000 t | bulk=size1 | engines=Dry 85 kN; Wet 130 kN | gimbal=10 deg | Squad/Parts/Engine/jetEngines/jetEngineAfterburning.cfg
0972 | JetEngine | J-33 "Wheesley" Turbofan Engine | cat=Engine | mass=1.500000 t | bulk=size1 | engines=Cruise 120 kN | gimbal=- deg | Squad/Parts/Engine/jetEngines/jetEngineBasic.cfg
0973 | turboFanSize2 | J-90 "Goliath" Turbofan Engine | cat=Engine | mass=4.500000 t | bulk=srf | engines=Cruise 360 kN | gimbal=- deg | Squad/Parts/Engine/jetEngines/jetEngineBig.cfg
